,RNA_size,N_simu,tmax,khyb,kcat,konE,RNaseH,particle_size,RNA_density,DNA_density,L_DNA,R_mobile_nm,frame_per_event
0,2000,3,100000,0.2,3,1000000.0,36,100,0.022,0.1,7.294094073497557,25.260931027964734,1000
