,t,X (pixel),Y (pixel),X (nm),Y (nm),dr (nm),N1,N2,N3,N4,event,ex,ey,N_bound
0,0.0,1000,1000,3162.2776601683795,3162.2776601683795,0.0,53,1,0,0,1,993,1000,1
1,0.4462603352284669,998,1003,3155.9531048480426,3171.764493148885,11.40175425099138,48,2,0,0,1,1003,997,2
2,0.481189077163223,998,1002,3155.9531048480426,3168.6022154887164,3.1622776601683795,47,3,0,0,1,995,995,3
3,0.5350526497875634,997,995,3152.7908271878746,3146.4662718675377,22.360679774997898,43,4,0,0,1,999,994,4
4,0.5750748050995336,999,995,3159.115382508211,3146.4662718675377,6.324555320336759,41,5,0,0,1,994,996,5
5,0.5844937588134067,998,995,3155.9531048480426,3146.4662718675377,3.1622776601683795,43,6,0,0,1,1004,997,6
6,0.6734942215792327,999,995,3159.115382508211,3146.4662718675377,3.1622776601683795,39,7,0,0,1,1003,989,7
7,0.7563178727600576,998,995,3155.9531048480426,3146.4662718675377,3.1622776601683795,41,8,0,0,1,993,991,8
8,0.7715287145636393,998,995,3155.9531048480426,3146.4662718675377,0.0,40,9,0,0,1,1001,1002,9
9,0.8685118830260532,998,995,3155.9531048480426,3146.4662718675377,0.0,39,10,0,0,1,990,993,10
10,1.0064582014307688,998,995,3155.9531048480426,3146.4662718675377,0.0,38,11,0,0,1,997,990,11
11,1.0259276118722698,998,995,3155.9531048480426,3146.4662718675377,0.0,37,12,0,0,1,990,994,12
12,1.1228649388431853,998,995,3155.9531048480426,3146.4662718675377,0.0,36,13,0,0,1,1001,988,13
13,1.1750276291044381,998,995,3155.9531048480426,3146.4662718675377,0.0,35,14,0,0,1,992,992,14
14,1.6327582959750166,998,995,3155.9531048480426,3146.4662718675377,0.0,34,15,0,0,1,996,994,15
15,1.674054855431657,998,995,3155.9531048480426,3146.4662718675377,0.0,33,16,0,0,1,993,1001,16
16,1.9606984853092264,998,995,3155.9531048480426,3146.4662718675377,0.0,32,17,0,0,1,1000,988,17
17,2.062009696499948,998,995,3155.9531048480426,3146.4662718675377,0.0,31,18,0,0,1,996,1001,18
18,2.2711142686381156,998,995,3155.9531048480426,3146.4662718675377,0.0,30,19,0,0,1,990,992,19
19,2.3099267818505997,998,995,3155.9531048480426,3146.4662718675377,0.0,29,20,0,0,1,998,999,20
20,2.78507510265053,998,995,3155.9531048480426,3146.4662718675377,0.0,28,21,0,0,1,1002,1002,21
21,3.036493230274289,998,995,3155.9531048480426,3146.4662718675377,0.0,28,20,1,0,2,994,996,21
22,3.1112555807692157,998,995,3155.9531048480426,3146.4662718675377,0.0,28,19,2,0,2,990,992,21
23,3.21312660821245,998,995,3155.9531048480426,3146.4662718675377,0.0,27,20,2,0,1,1001,995,22
24,3.377324286804538,998,995,3155.9531048480426,3146.4662718675377,0.0,26,21,2,0,1,1004,992,23
25,3.4058323415664082,998,995,3155.9531048480426,3146.4662718675377,0.0,26,21,1,1,3,994,996,22
26,3.4553561397794343,998,995,3155.9531048480426,3146.4662718675377,0.0,25,22,1,1,1,1003,1001,23
27,3.575423042251978,998,995,3155.9531048480426,3146.4662718675377,0.0,25,22,0,2,3,990,992,22
28,3.736109965526932,998,995,3155.9531048480426,3146.4662718675377,0.0,24,23,0,2,1,994,995,23
29,3.9288882163029952,998,995,3155.9531048480426,3146.4662718675377,0.0,23,24,0,2,1,996,1000,24
30,4.0390485134181535,998,995,3155.9531048480426,3146.4662718675377,0.0,22,25,0,2,1,990,998,25
31,4.366213413642249,998,995,3155.9531048480426,3146.4662718675377,0.0,21,26,0,2,1,994,999,26
32,5.078693062087978,998,995,3155.9531048480426,3146.4662718675377,0.0,21,25,1,2,2,993,991,26
33,5.090693708512858,998,995,3155.9531048480426,3146.4662718675377,0.0,20,26,1,2,1,991,990,27
34,5.173618764394792,998,995,3155.9531048480426,3146.4662718675377,0.0,20,25,2,2,2,1003,989,27
35,5.176800386692596,998,995,3155.9531048480426,3146.4662718675377,0.0,20,24,3,2,2,996,1001,27
36,5.238286492624199,998,995,3155.9531048480426,3146.4662718675377,0.0,20,24,2,3,3,993,991,26
37,5.274708170460371,998,995,3155.9531048480426,3146.4662718675377,0.0,20,24,1,4,3,1003,989,25
38,5.318470613950956,998,995,3155.9531048480426,3146.4662718675377,0.0,19,25,1,4,1,995,996,26
39,5.503862819319281,998,995,3155.9531048480426,3146.4662718675377,0.0,18,26,1,4,1,1001,992,27
40,5.776446942275682,998,995,3155.9531048480426,3146.4662718675377,0.0,18,26,0,5,3,996,1001,26
41,5.821393099885609,998,995,3155.9531048480426,3146.4662718675377,0.0,18,25,1,5,2,1004,992,26
42,6.044812921955464,998,995,3155.9531048480426,3146.4662718675377,0.0,18,25,0,6,3,1004,992,25
43,6.061448510291572,998,995,3155.9531048480426,3146.4662718675377,0.0,17,26,0,6,1,994,994,26
44,6.069635397014438,998,995,3155.9531048480426,3146.4662718675377,0.0,16,27,0,6,1,1000,987,27
45,6.129413716757033,998,995,3155.9531048480426,3146.4662718675377,0.0,15,28,0,6,1,1002,991,28
46,6.808190605213507,998,995,3155.9531048480426,3146.4662718675377,0.0,14,29,0,6,1,993,993,29
47,7.118460818906937,998,995,3155.9531048480426,3146.4662718675377,0.0,13,30,0,6,1,999,992,30
48,7.822670638322524,998,995,3155.9531048480426,3146.4662718675377,0.0,12,31,0,6,1,1003,1002,31
49,8.01206863362968,998,995,3155.9531048480426,3146.4662718675377,0.0,11,32,0,6,1,1006,996,32
50,8.617485098364513,998,995,3155.9531048480426,3146.4662718675377,0.0,11,31,1,6,2,994,995,32
