,t,X (pixel),Y (pixel),X (nm),Y (nm),dr (nm),N1,N2,N3,N4,event,ex,ey,N_bound
0,0.0,1000,1000,3162.2776601683795,3162.2776601683795,0.0,54,1,0,0,1,993,1003,1
1,0.0007999129138780843,1000,1001,3162.2776601683795,3165.439937828548,3.1622776601683795,52,2,0,0,1,1004,1002,2
2,0.005010462490233059,997,1000,3152.7908271878746,3162.2776601683795,10.000000000000002,52,3,0,0,1,995,997,3
3,0.04193196289199366,999,1002,3159.115382508211,3168.6022154887164,8.94427190999916,51,4,0,0,1,1003,1003,4
4,0.09116715046410247,997,1003,3152.7908271878746,3171.764493148885,7.071067811865476,51,5,0,0,1,996,1010,5
5,0.17447775677823946,999,1003,3159.115382508211,3171.764493148885,6.324555320336759,49,6,0,0,1,1004,998,6
6,0.2584942520008907,999,1003,3159.115382508211,3171.764493148885,0.0,48,7,0,0,1,1004,1009,7
7,0.7442263295742508,999,1003,3159.115382508211,3171.764493148885,0.0,47,8,0,0,1,1003,1006,8
8,0.7708945296252877,999,1003,3159.115382508211,3171.764493148885,0.0,46,9,0,0,1,997,1006,9
9,1.1935402123192473,999,1003,3159.115382508211,3171.764493148885,0.0,45,10,0,0,1,997,995,10
10,1.4861541023817801,999,1003,3159.115382508211,3171.764493148885,0.0,44,11,0,0,1,996,1011,11
11,1.5044627510312523,999,1003,3159.115382508211,3171.764493148885,0.0,43,12,0,0,1,1006,1002,12
12,1.5539484216581196,999,1003,3159.115382508211,3171.764493148885,0.0,42,13,0,0,1,997,1007,13
13,1.6418244727090308,999,1003,3159.115382508211,3171.764493148885,0.0,41,14,0,0,1,1002,1000,14
14,1.8241142427074497,999,1003,3159.115382508211,3171.764493148885,0.0,40,15,0,0,1,999,1002,15
15,1.8334705414897265,999,1003,3159.115382508211,3171.764493148885,0.0,39,16,0,0,1,1003,1010,16
16,1.8763463832955452,999,1003,3159.115382508211,3171.764493148885,0.0,38,17,0,0,1,998,1007,17
17,1.9810263095146192,999,1003,3159.115382508211,3171.764493148885,0.0,37,18,0,0,1,997,1011,18
18,1.9829530413379524,999,1003,3159.115382508211,3171.764493148885,0.0,36,19,0,0,1,1001,996,19
19,2.0216835862724585,999,1003,3159.115382508211,3171.764493148885,0.0,35,20,0,0,1,1001,1001,20
20,2.27816938635952,999,1003,3159.115382508211,3171.764493148885,0.0,34,21,0,0,1,994,1008,21
21,2.4293441137085305,999,1003,3159.115382508211,3171.764493148885,0.0,34,20,1,0,2,993,1003,21
22,2.5739040480563045,999,1003,3159.115382508211,3171.764493148885,0.0,34,19,2,0,2,1002,1000,21
23,2.5894348890121868,999,1003,3159.115382508211,3171.764493148885,0.0,33,20,2,0,1,1001,1006,22
24,2.741551567825505,999,1003,3159.115382508211,3171.764493148885,0.0,32,21,2,0,1,1003,1007,23
25,2.8911127847083113,999,1003,3159.115382508211,3171.764493148885,0.0,32,21,1,1,3,1002,1000,22
26,2.8941393276196705,999,1003,3159.115382508211,3171.764493148885,0.0,31,22,1,1,1,992,1004,23
27,3.1460808642313074,999,1003,3159.115382508211,3171.764493148885,0.0,30,23,1,1,1,994,1001,24
28,3.3315119822435664,999,1003,3159.115382508211,3171.764493148885,0.0,30,23,0,2,3,993,1003,23
29,3.35449498028717,999,1003,3159.115382508211,3171.764493148885,0.0,29,24,0,2,1,991,1000,24
30,3.632950665359288,999,1003,3159.115382508211,3171.764493148885,0.0,28,25,0,2,1,999,1000,25
31,4.1678537926706,999,1003,3159.115382508211,3171.764493148885,0.0,27,26,0,2,1,1000,998,26
32,4.254923326320848,999,1003,3159.115382508211,3171.764493148885,0.0,26,27,0,2,1,996,1004,27
33,4.311724489978595,999,1003,3159.115382508211,3171.764493148885,0.0,25,28,0,2,1,1003,1000,28
34,4.33396296819205,999,1003,3159.115382508211,3171.764493148885,0.0,24,29,0,2,1,1002,1010,29
35,4.357954003165038,999,1003,3159.115382508211,3171.764493148885,0.0,23,30,0,2,1,999,1011,30
36,4.358128343086581,999,1003,3159.115382508211,3171.764493148885,0.0,22,31,0,2,1,1003,1005,31
37,4.708666204754299,999,1003,3159.115382508211,3171.764493148885,0.0,21,32,0,2,1,1004,1007,32
38,4.978040114854385,999,1003,3159.115382508211,3171.764493148885,0.0,21,31,1,2,2,1004,1009,32
39,5.165545799260105,999,1003,3159.115382508211,3171.764493148885,0.0,21,31,0,3,3,1004,1009,31
40,5.16789781409244,999,1003,3159.115382508211,3171.764493148885,0.0,20,32,0,3,1,1002,1005,32
41,5.172879324414431,999,1003,3159.115382508211,3171.764493148885,0.0,19,33,0,3,1,994,996,33
42,5.248523015363313,999,1003,3159.115382508211,3171.764493148885,0.0,18,34,0,3,1,998,1010,34
